epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,3856.67,0.99047,0.87217,1.37948,0.85727,0.7084,0.77505,0.54599,1.23386,0.95098,1.56113,0.004324,0.004324,0.004324
174,3878.58,0.98722,0.87569,1.37995,0.85744,0.71765,0.77448,0.54598,1.23469,0.93639,1.56182,0.004291,0.004291,0.004291
175,3901.73,0.97386,0.86349,1.36612,0.85274,0.72776,0.78002,0.54622,1.23324,0.93754,1.56023,0.004258,0.004258,0.004258
176,3923.88,0.9936,0.88906,1.3772,0.85259,0.72401,0.77866,0.54471,1.23654,0.93631,1.56727,0.004225,0.004225,0.004225
177,3945.76,0.97668,0.84383,1.35945,0.84089,0.7326,0.7768,0.54596,1.2271,0.93205,1.55866,0.004192,0.004192,0.004192
178,3967.28,0.97622,0.85429,1.36298,0.84644,0.7209,0.77511,0.54898,1.22263,0.93202,1.55544,0.004159,0.004159,0.004159
179,3988.98,0.97168,0.87659,1.37066,0.83212,0.73313,0.77661,0.55046,1.21932,0.9359,1.55352,0.004126,0.004126,0.004126
180,4010.59,0.98325,0.86066,1.36622,0.84174,0.731,0.77949,0.5502,1.22291,0.93787,1.55651,0.004093,0.004093,0.004093
181,4031.87,0.96246,0.8474,1.35626,0.8397,0.73438,0.78285,0.55117,1.2212,0.93302,1.55465,0.00406,0.00406,0.00406
182,4053.55,0.97232,0.85284,1.36707,0.83567,0.73246,0.78355,0.55227,1.22452,0.93137,1.56118,0.004027,0.004027,0.004027
183,4075.13,0.96206,0.86468,1.35992,0.84964,0.72536,0.78403,0.55095,1.22706,0.92976,1.564,0.003994,0.003994,0.003994
184,4097.05,0.96018,0.84609,1.35234,0.83781,0.73525,0.78638,0.54902,1.22626,0.9332,1.56223,0.003961,0.003961,0.003961
185,4118.91,0.97429,0.85142,1.35429,0.84054,0.74121,0.78675,0.54855,1.22398,0.92513,1.55802,0.003928,0.003928,0.003928
